Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Category,City,State,Postal Code,Region
5462,CA-2018-101574,9/28/2018,10/4/2018,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Furniture,Los Angeles,California,90032,West
5463,CA-2015-146591,1/19/2015,1/20/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Office Supplies,Scottsdale,Arizona,85254,West
5464,CA-2015-146591,1/19/2015,1/20/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Office Supplies,Scottsdale,Arizona,85254,West
5465,CA-2015-146591,1/19/2015,1/20/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Office Supplies,Scottsdale,Arizona,85254,West
5466,CA-2015-146591,1/19/2015,1/20/2015,First Class,TS-21340,Toby Swindell,Consumer,United States,Furniture,Scottsdale,Arizona,85254,West
5467,CA-2015-107706,2/14/2015,2/19/2015,Second Class,ST-20530,Shui Tom,Consumer,United States,Office Supplies,Houston,Texas,77095,Central
5468,CA-2017-122448,6/9/2017,6/14/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Furniture,San Francisco,California,94109,West
5469,CA-2015-132451,9/26/2015,9/27/2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,Furniture,San Diego,California,92105,West
5470,CA-2015-132451,9/26/2015,9/27/2015,First Class,KF-16285,Karen Ferguson,Home Office,United States,Office Supplies,San Diego,California,92105,West
5471,CA-2017-158547,5/30/2017,6/4/2017,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Office Supplies,Hamilton,Ohio,45011,East
5472,CA-2018-116946,12/19/2018,12/23/2018,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Furniture,Parker,Colorado,80134,West
5473,CA-2018-116946,12/19/2018,12/23/2018,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Office Supplies,Parker,Colorado,80134,West
5474,CA-2018-116946,12/19/2018,12/23/2018,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Furniture,Parker,Colorado,80134,West
5475,CA-2018-121741,12/26/2018,12/26/2018,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Office Supplies,Fremont,Nebraska,68025,Central
5476,CA-2018-169691,6/15/2018,6/18/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Office Supplies,Maple Grove,Minnesota,55369,Central
5477,CA-2018-169691,6/15/2018,6/18/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Office Supplies,Maple Grove,Minnesota,55369,Central
5478,CA-2018-169691,6/15/2018,6/18/2018,First Class,Dp-13240,Dean percer,Home Office,United States,Office Supplies,Maple Grove,Minnesota,55369,Central
5479,CA-2017-121356,11/20/2017,11/24/2017,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Office Supplies,Newark,Delaware,19711,East
5480,CA-2015-101770,3/31/2015,4/4/2015,Standard Class,KB-16240,Karen Bern,Corporate,United States,Office Supplies,Miami,Florida,33180,South
5481,CA-2018-105487,10/8/2018,10/14/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Technology,San Diego,California,92105,West
5482,CA-2018-105487,10/8/2018,10/14/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Technology,San Diego,California,92105,West
5483,CA-2018-105487,10/8/2018,10/14/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Technology,San Diego,California,92105,West
5484,CA-2018-105487,10/8/2018,10/14/2018,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Office Supplies,San Diego,California,92105,West
5485,CA-2018-148999,1/30/2018,2/4/2018,Standard Class,EB-13870,Emily Burns,Consumer,United States,Furniture,Miami,Florida,33142,South
5486,CA-2015-107573,12/12/2015,12/17/2015,Standard Class,PB-19150,Philip Brown,Consumer,United States,Office Supplies,Miami,Florida,33178,South
5487,CA-2016-156608,10/24/2016,10/29/2016,Standard Class,MT-18070,Michelle Tran,Home Office,United States,Office Supplies,San Antonio,Texas,78207,Central
5488,CA-2018-134495,4/1/2018,4/4/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Technology,Jacksonville,Florida,32216,South
5489,CA-2018-134495,4/1/2018,4/4/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Office Supplies,Jacksonville,Florida,32216,South
5490,CA-2018-134495,4/1/2018,4/4/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Office Supplies,Jacksonville,Florida,32216,South
5491,CA-2018-134495,4/1/2018,4/4/2018,Second Class,BF-11020,Barry Französisch,Corporate,United States,Furniture,Jacksonville,Florida,32216,South
5492,CA-2018-164098,1/26/2018,1/27/2018,First Class,CG-12520,Claire Gute,Consumer,United States,Office Supplies,Houston,Texas,77070,Central
5493,CA-2015-105249,11/28/2015,11/28/2015,Same Day,DH-13675,Duane Huffman,Home Office,United States,Office Supplies,San Francisco,California,94122,West
5494,CA-2015-105249,11/28/2015,11/28/2015,Same Day,DH-13675,Duane Huffman,Home Office,United States,Office Supplies,San Francisco,California,94122,West
5495,CA-2015-105249,11/28/2015,11/28/2015,Same Day,DH-13675,Duane Huffman,Home Office,United States,Furniture,San Francisco,California,94122,West
5496,CA-2016-113523,9/4/2016,9/8/2016,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
5497,CA-2018-117821,6/12/2018,6/16/2018,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Technology,Marion,Ohio,43302,East
5498,CA-2018-164378,7/15/2018,7/18/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,Office Supplies,New York City,New York,10024,East
5499,CA-2018-164378,7/15/2018,7/18/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,Office Supplies,New York City,New York,10024,East
5500,CA-2018-164378,7/15/2018,7/18/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,Technology,New York City,New York,10024,East
5501,CA-2018-164378,7/15/2018,7/18/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,Furniture,New York City,New York,10024,East
5502,CA-2018-164378,7/15/2018,7/18/2018,Second Class,MM-18055,Michelle Moray,Consumer,United States,Office Supplies,New York City,New York,10024,East
5503,CA-2018-127782,11/2/2018,11/6/2018,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Furniture,Philadelphia,Pennsylvania,19140,East
5504,CA-2018-127782,11/2/2018,11/6/2018,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
5505,CA-2018-127782,11/2/2018,11/6/2018,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Office Supplies,Philadelphia,Pennsylvania,19140,East
5506,CA-2018-127782,11/2/2018,11/6/2018,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Technology,Philadelphia,Pennsylvania,19140,East
5507,US-2017-162026,10/8/2017,10/8/2017,Same Day,JE-15745,Joel Eaton,Consumer,United States,Office Supplies,Los Angeles,California,90036,West
5508,CA-2017-150000,4/8/2017,4/14/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Office Supplies,Smyrna,Georgia,30080,South
5509,CA-2016-168529,10/8/2016,10/12/2016,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Furniture,San Francisco,California,94122,West
5510,US-2018-152569,5/15/2018,5/20/2018,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Office Supplies,Chicago,Illinois,60653,Central
5511,US-2018-152569,5/15/2018,5/20/2018,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Technology,Chicago,Illinois,60653,Central
5512,US-2015-137680,2/24/2015,3/2/2015,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Office Supplies,Medford,Oregon,97504,West
5513,US-2015-137680,2/24/2015,3/2/2015,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Office Supplies,Medford,Oregon,97504,West
5514,CA-2016-103177,5/30/2016,6/1/2016,First Class,EN-13780,Edward Nazzal,Consumer,United States,Technology,New York City,New York,10009,East
5515,CA-2016-103177,5/30/2016,6/1/2016,First Class,EN-13780,Edward Nazzal,Consumer,United States,Office Supplies,New York City,New York,10009,East
5516,CA-2016-103177,5/30/2016,6/1/2016,First Class,EN-13780,Edward Nazzal,Consumer,United States,Technology,New York City,New York,10009,East
5517,US-2017-138408,11/18/2017,11/21/2017,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Technology,Huntsville,Alabama,35810,South
5518,CA-2018-117667,12/4/2018,12/9/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Furniture,Philadelphia,Pennsylvania,19134,East
5519,CA-2018-117667,12/4/2018,12/9/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Furniture,Philadelphia,Pennsylvania,19134,East
5520,CA-2018-117667,12/4/2018,12/9/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Office Supplies,Philadelphia,Pennsylvania,19134,East
5521,CA-2018-117667,12/4/2018,12/9/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Office Supplies,Philadelphia,Pennsylvania,19134,East
5522,CA-2018-117667,12/4/2018,12/9/2018,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Technology,Philadelphia,Pennsylvania,19134,East
5523,CA-2017-110982,6/5/2017,6/7/2017,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Office Supplies,Santa Clara,California,95051,West
5524,CA-2017-110982,6/5/2017,6/7/2017,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Office Supplies,Santa Clara,California,95051,West
5525,CA-2017-147123,12/10/2017,12/12/2017,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Office Supplies,Long Beach,California,90805,West
5526,CA-2018-154501,4/30/2018,5/5/2018,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Office Supplies,Los Angeles,California,90008,West
5527,CA-2018-166933,4/24/2018,4/28/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Office Supplies,Santa Barbara,California,93101,West
5528,CA-2016-142055,5/8/2016,5/10/2016,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,Office Supplies,New York City,New York,10009,East
5529,CA-2016-137106,3/31/2016,4/4/2016,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Technology,Jacksonville,Florida,32216,South
5530,CA-2018-136609,8/6/2018,8/11/2018,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Office Supplies,Cedar Hill,Texas,75104,Central
5531,CA-2018-160885,12/2/2018,12/6/2018,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Technology,Omaha,Nebraska,68104,Central
5532,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Technology,Little Rock,Arkansas,72209,South
5533,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Technology,Little Rock,Arkansas,72209,South
5534,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Technology,Little Rock,Arkansas,72209,South
5535,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Office Supplies,Little Rock,Arkansas,72209,South
5536,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Office Supplies,Little Rock,Arkansas,72209,South
5537,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Office Supplies,Little Rock,Arkansas,72209,South
5538,US-2017-167472,6/6/2017,6/7/2017,First Class,CK-12595,Clytie Kelty,Consumer,United States,Office Supplies,Little Rock,Arkansas,72209,South
5539,CA-2016-120551,4/13/2016,4/20/2016,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Office Supplies,Norfolk,Nebraska,68701,Central
5540,US-2018-150595,5/22/2018,5/26/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Furniture,Chicago,Illinois,60653,Central
5541,US-2018-150595,5/22/2018,5/26/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Office Supplies,Chicago,Illinois,60653,Central
5542,US-2018-150595,5/22/2018,5/26/2018,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Office Supplies,Chicago,Illinois,60653,Central
5543,CA-2017-134936,12/19/2017,12/25/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Furniture,Tucson,Arizona,85705,West
5544,CA-2017-134936,12/19/2017,12/25/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Office Supplies,Tucson,Arizona,85705,West
5545,CA-2017-134936,12/19/2017,12/25/2017,Standard Class,ES-14080,Erin Smith,Corporate,United States,Office Supplies,Tucson,Arizona,85705,West
5546,CA-2018-102967,9/22/2018,9/26/2018,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Office Supplies,Concord,New Hampshire,3301,East
5547,CA-2018-151008,9/7/2018,9/8/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Furniture,Draper,Utah,84020,West
5548,CA-2018-151008,9/7/2018,9/8/2018,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Technology,Draper,Utah,84020,West
5549,CA-2015-159800,11/28/2015,12/1/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Office Supplies,San Francisco,California,94109,West
5550,CA-2015-159800,11/28/2015,12/1/2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,Technology,San Francisco,California,94109,West
5551,US-2015-159618,11/12/2015,11/16/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Office Supplies,Houston,Texas,77036,Central
5552,US-2015-159618,11/12/2015,11/16/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Office Supplies,Houston,Texas,77036,Central
5553,US-2015-159618,11/12/2015,11/16/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Technology,Houston,Texas,77036,Central
5554,US-2015-159618,11/12/2015,11/16/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Office Supplies,Houston,Texas,77036,Central
5555,US-2015-159618,11/12/2015,11/16/2015,Standard Class,DB-12970,Darren Budd,Corporate,United States,Furniture,Houston,Texas,77036,Central
5556,CA-2018-116113,10/2/2018,10/6/2018,Second Class,JW-15220,Jane Waco,Corporate,United States,Furniture,Montgomery,Alabama,36116,South
5557,CA-2016-125066,12/14/2016,12/18/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Furniture,Jackson,Mississippi,39212,South
5558,CA-2016-125066,12/14/2016,12/18/2016,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Office Supplies,Jackson,Mississippi,39212,South
5559,US-2016-114741,12/6/2016,12/10/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Office Supplies,North Las Vegas,Nevada,89031,West
5560,US-2016-114741,12/6/2016,12/10/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Office Supplies,North Las Vegas,Nevada,89031,West
5561,US-2016-114741,12/6/2016,12/10/2016,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Office Supplies,North Las Vegas,Nevada,89031,West
5562,CA-2018-133263,3/31/2018,4/2/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Office Supplies,Atlanta,Georgia,30318,South
5563,CA-2018-133263,3/31/2018,4/2/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Technology,Atlanta,Georgia,30318,South
5564,CA-2018-133263,3/31/2018,4/2/2018,Second Class,JE-15610,Jim Epp,Corporate,United States,Office Supplies,Atlanta,Georgia,30318,South
5565,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Office Supplies,Chicago,Illinois,60610,Central
5566,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Technology,Chicago,Illinois,60610,Central
5567,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Office Supplies,Chicago,Illinois,60610,Central
5568,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Furniture,Chicago,Illinois,60610,Central
5569,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Technology,Chicago,Illinois,60610,Central
5570,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Office Supplies,Chicago,Illinois,60610,Central
5571,CA-2018-157966,3/13/2018,3/13/2018,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Technology,Chicago,Illinois,60610,Central
5572,CA-2015-151162,12/5/2015,12/9/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Office Supplies,Columbus,Ohio,43229,East
5573,CA-2015-151162,12/5/2015,12/9/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Office Supplies,Columbus,Ohio,43229,East
5574,CA-2015-151162,12/5/2015,12/9/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Office Supplies,Columbus,Ohio,43229,East
5575,CA-2015-151162,12/5/2015,12/9/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Technology,Columbus,Ohio,43229,East
5576,CA-2015-151162,12/5/2015,12/9/2015,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Technology,Columbus,Ohio,43229,East
5577,CA-2017-136686,12/12/2017,12/16/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Furniture,Pasadena,California,91104,West
5578,CA-2017-136686,12/12/2017,12/16/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Office Supplies,Pasadena,California,91104,West
5579,CA-2018-137498,9/9/2018,9/14/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Office Supplies,Los Angeles,California,90004,West
5580,CA-2018-137498,9/9/2018,9/14/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Furniture,Los Angeles,California,90004,West
5581,CA-2018-137498,9/9/2018,9/14/2018,Second Class,LC-17050,Liz Carlisle,Consumer,United States,Office Supplies,Los Angeles,California,90004,West
5582,CA-2018-163818,10/4/2018,10/8/2018,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Furniture,Clinton,Maryland,20735,East
5583,CA-2017-161158,5/9/2017,5/13/2017,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Office Supplies,New York City,New York,10024,East
5584,CA-2015-116673,12/15/2015,12/19/2015,Second Class,JO-15280,Jas O'Carroll,Consumer,United States,Furniture,San Diego,California,92037,West
5585,CA-2018-105333,11/30/2018,12/4/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,Office Supplies,New York City,New York,10011,East
5586,CA-2018-105333,11/30/2018,12/4/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,Technology,New York City,New York,10011,East
5587,CA-2018-105333,11/30/2018,12/4/2018,Standard Class,VP-21730,Victor Preis,Home Office,United States,Office Supplies,New York City,New York,10011,East
5588,CA-2016-149993,3/19/2016,3/20/2016,First Class,GA-14725,Guy Armstrong,Consumer,United States,Office Supplies,Lancaster,California,93534,West
5589,CA-2015-168158,7/19/2015,7/24/2015,Standard Class,EM-14140,Eugene Moren,Home Office,United States,Office Supplies,Great Falls,Montana,59405,West
5590,CA-2017-115224,12/8/2017,12/11/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,Office Supplies,San Francisco,California,94110,West
5591,CA-2017-115224,12/8/2017,12/11/2017,Second Class,DB-13615,Doug Bickford,Consumer,United States,Office Supplies,San Francisco,California,94110,West
5592,CA-2015-164742,10/13/2015,10/18/2015,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Furniture,Lakewood,New Jersey,8701,East
5593,CA-2015-164742,10/13/2015,10/18/2015,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Office Supplies,Lakewood,New Jersey,8701,East
5594,US-2018-108014,11/19/2018,11/25/2018,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Office Supplies,Cleveland,Ohio,44105,East
5595,CA-2018-160325,9/24/2018,9/24/2018,Same Day,BP-11095,Bart Pistole,Corporate,United States,Technology,Lawrence,Massachusetts,1841,East
5596,CA-2018-160325,9/24/2018,9/24/2018,Same Day,BP-11095,Bart Pistole,Corporate,United States,Technology,Lawrence,Massachusetts,1841,East
5597,CA-2016-159779,9/25/2016,9/29/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Office Supplies,Concord,New Hampshire,3301,East
5598,CA-2018-151176,2/13/2018,2/20/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Office Supplies,Baltimore,Maryland,21215,East
5599,CA-2018-151176,2/13/2018,2/20/2018,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Office Supplies,Baltimore,Maryland,21215,East
5600,CA-2015-108903,10/3/2015,10/3/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Office Supplies,Columbus,Ohio,43229,East
5601,CA-2015-108903,10/3/2015,10/3/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Office Supplies,Columbus,Ohio,43229,East
5602,CA-2015-108903,10/3/2015,10/3/2015,Same Day,DO-13435,Denny Ordway,Consumer,United States,Technology,Columbus,Ohio,43229,East
5603,CA-2017-117919,8/27/2017,8/29/2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Office Supplies,Houston,Texas,77041,Central
5604,CA-2017-117919,8/27/2017,8/29/2017,Second Class,TB-21355,Todd Boyes,Corporate,United States,Office Supplies,Houston,Texas,77041,Central
5605,CA-2016-142475,12/3/2016,12/7/2016,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Office Supplies,New York City,New York,10011,East
5606,CA-2017-134516,9/20/2017,9/25/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Furniture,Greensboro,North Carolina,27405,South
5607,CA-2017-134516,9/20/2017,9/25/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Furniture,Greensboro,North Carolina,27405,South
5608,CA-2018-105193,3/25/2018,3/31/2018,Standard Class,JL-15835,John Lee,Consumer,United States,Office Supplies,New York City,New York,10024,East
5609,CA-2016-168634,12/6/2016,12/11/2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Office Supplies,San Francisco,California,94109,West
5610,CA-2018-117198,8/31/2018,9/5/2018,Standard Class,BG-11035,Barry Gonzalez,Consumer,United States,Technology,Monroe,Louisiana,71203,South
5611,CA-2016-145828,10/5/2016,10/7/2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,Technology,Cincinnati,Ohio,45231,East
5612,CA-2018-121027,8/18/2018,8/22/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Technology,Seattle,Washington,98105,West
5613,CA-2018-121027,8/18/2018,8/22/2018,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Technology,Seattle,Washington,98105,West
5614,CA-2017-147431,2/2/2017,2/7/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Office Supplies,New York City,New York,10011,East
5615,CA-2017-158001,8/23/2017,8/27/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Office Supplies,New York City,New York,10035,East
5616,CA-2017-158001,8/23/2017,8/27/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Office Supplies,New York City,New York,10035,East
5617,CA-2017-158001,8/23/2017,8/27/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Office Supplies,New York City,New York,10035,East
5618,CA-2018-125745,6/30/2018,7/4/2018,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Furniture,Memphis,Tennessee,38109,South
5619,CA-2016-101154,9/18/2016,9/21/2016,First Class,CM-12190,Charlotte Melton,Consumer,United States,Office Supplies,San Diego,California,92105,West
5620,US-2017-124163,9/25/2017,9/30/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Technology,La Crosse,Wisconsin,54601,Central
5621,US-2017-124163,9/25/2017,9/30/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Office Supplies,La Crosse,Wisconsin,54601,Central
5622,US-2017-124163,9/25/2017,9/30/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Furniture,La Crosse,Wisconsin,54601,Central
5623,US-2017-124163,9/25/2017,9/30/2017,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Furniture,La Crosse,Wisconsin,54601,Central
5624,CA-2017-121748,10/24/2017,10/28/2017,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Technology,Los Angeles,California,90032,West
5625,CA-2017-121748,10/24/2017,10/28/2017,Second Class,VW-21775,Victoria Wilson,Corporate,United States,Technology,Los Angeles,California,90032,West
5626,CA-2015-126683,9/29/2015,10/1/2015,Second Class,PP-18955,Paul Prost,Home Office,United States,Furniture,Seattle,Washington,98115,West
5627,CA-2015-126683,9/29/2015,10/1/2015,Second Class,PP-18955,Paul Prost,Home Office,United States,Furniture,Seattle,Washington,98115,West
5628,CA-2018-148810,6/26/2018,7/1/2018,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Office Supplies,Miami,Florida,33180,South
5629,CA-2018-148810,6/26/2018,7/1/2018,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Furniture,Miami,Florida,33180,South
5630,US-2017-146066,8/21/2017,8/23/2017,Second Class,RB-19465,Rick Bensley,Home Office,United States,Furniture,Philadelphia,Pennsylvania,19143,East
5631,CA-2015-127614,2/11/2015,2/15/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Technology,Chesapeake,Virginia,23320,South
5632,CA-2015-127614,2/11/2015,2/15/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Furniture,Chesapeake,Virginia,23320,South
5633,CA-2015-127614,2/11/2015,2/15/2015,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Office Supplies,Chesapeake,Virginia,23320,South
5634,CA-2017-101742,9/23/2017,9/28/2017,Second Class,CR-12580,Clay Rozendal,Home Office,United States,Office Supplies,New York City,New York,10009,East
5635,CA-2016-134943,12/5/2016,12/6/2016,First Class,SU-20665,Stephanie Ulpright,Home Office,United States,Office Supplies,Ann Arbor,Michigan,48104,Central
5636,CA-2018-123022,9/3/2018,9/8/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,Office Supplies,La Mesa,California,91941,West
5637,CA-2018-123022,9/3/2018,9/8/2018,Standard Class,SC-20050,Sample Company A,Home Office,United States,Technology,La Mesa,California,91941,West
5638,CA-2018-113208,3/26/2018,4/2/2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Furniture,Dearborn,Michigan,48126,Central
5639,CA-2015-154893,12/21/2015,12/27/2015,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Furniture,San Diego,California,92024,West
5640,CA-2015-154893,12/21/2015,12/27/2015,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Furniture,San Diego,California,92024,West
5641,CA-2015-147900,9/23/2015,9/28/2015,Standard Class,JK-15640,Jim Kriz,Home Office,United States,Office Supplies,Lakewood,Ohio,44107,East
5642,CA-2018-106355,4/2/2018,4/5/2018,First Class,AT-10435,Alyssa Tate,Home Office,United States,Office Supplies,Meriden,Connecticut,6450,East
5643,CA-2017-127985,4/1/2017,4/5/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Furniture,Columbus,Georgia,31907,South
5644,CA-2016-166604,5/15/2016,5/20/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Office Supplies,Roswell,Georgia,30076,South
5645,CA-2018-120719,3/23/2018,3/26/2018,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Office Supplies,Seattle,Washington,98105,West
5646,CA-2018-127117,4/14/2018,4/19/2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Furniture,Morristown,New Jersey,7960,East
5647,CA-2016-104241,1/4/2016,1/9/2016,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Furniture,Alexandria,Virginia,22304,South
